;7;22;31;43;45;51;54;63;80;94;110;114;117;121;125;149;155;178;200;231;232;265;7193;7194;7198;7199;7206;7207;7208;7221;7227;7229;7242;7252;7259;7260;7448;12253;16689;22590;23310;23521;23526;23547;23552;23562;23671;23696;23703;23775;24013;24021;24594;26333;26338;26418;26656;33749;34208;34422;34428;34505;34643;36032;36392;36693;37063;38116;38796;38848;43842;44850;45771;47158;47211;47218;47221;47225;47232;47811;47830;47832;47836;47837;47839;47841;47842;47844;47845;47849;47850;47852;47856;47860;47861;47867;47875;47910;47932;47959;47983;48114;48690;50121;50482;53899;53900;53901;53902;53903;53904;53905;53906;53907;53908;53909;53910;53911;53912;53913;53914;53915;53916;53917;53918;53919;53920;53921;53922;53923;53924;53925;53926;53927;53929;53930;53931;53932;54008;65700;65703
-7662_2010-06-29_14:50:58;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7662_2010-06-29_15:05:48;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7662_2010-06-29_15:09:02;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7662_2010-06-29_15:10:17;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7663_2010-06-29_15:35:27;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7663_2010-06-29_15:36:35;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7664_2010-06-29_16:17:31;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7664_2010-06-29_16:23:12;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7664_2010-06-29_16:33:14;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7664_2010-06-29_16:37:33;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7664_2010-06-29_16:41:04;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7664_2010-06-29_16:42:04;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7665_2010-06-29_17:48:02;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7665_2010-06-29_17:52:42;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7665_2010-06-29_17:53:57;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7666_2010-06-29_18:00:12;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
-7667_2010-06-29_18:22:52;LSDPF;LCSF;TSLKDF;TSLKDF;KPF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;FTT;TSLKDF;LSDPF;TSLKDF;TSLKDF;TPPF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;MG;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;KPF;LSF;DPF;FTT;DPF;TSLKDF;LSDPF;DPF;FTT;KPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;TPPF;KPF;KPF;LSDPF;FTT;MG;MG;FTT;TSLKDF;TPPF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;TPPF;KPF;KPF;TPPF;KPF;KPF;TPPF;KPF;TPPF;TSLKDF;KPF;FTT;FTT;KPF;MG;FTT
